transcription_text,start,stop,path
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,41.63,44.96,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-10-30110001489385307-44281.wav
ขอทราบเบอร์มือถือปัจจุบันค่ะ,42.4,44.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-35-30135001489058763-10001.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกครับ,61.5,64.35,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-84-30184001489385088-44217.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,37.75,40.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-84-30184001489058513-9944.wav
ขอทราบเบอร์มือถือ ที่สามารถติดต่อได้สะดวกค่ะ,79.48,82.75,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-22-30122001489199192-23401.wav
ค่ะ ขอทราบเบอร์มือถือติดต่อสะดวกค่ะ,53.77,56.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-40-30140001489200202-23573.wav
ขอทราบเบอร์มือถือติดต่อของคุณ %name% ด้วยค่ะ,54.6,57.28,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-39-30139001489051588-7817.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,50.78,53.67,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-84-30184001489058935-10035.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,31.99,35.21,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-64-30164001489201149-23721.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,38.4,41.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_18/ch-10-30110001489060521-10259.wav
ขอทราบเบอร์มือถือติดต่อของคุณ %name% ด้วยนะคะ,78.4,81.11,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0309_16/ch-39-30139001489051103-7674.wav
ขอทราบเบอร์มือถือด้วยนะคะ,33.79,36,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0313_13/ch-90-30190001489385937-44465.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,56.86,60.16,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20170300_CMSHY_P1/0311_09/ch-22-30122001489199858-23504.wav
ค่ะ รบกวนขอทราบเบอร์มือถืออีกครั้งนึงนะคะ,54.45,57.59,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170300_COLHY_P2/0303_11/73316_535ad16eba71ac5-10101001488513758-0.wav
%(กอบ)% ขอยืนยันขอทราบเบอร์มือถือเพิ่มเติมอีกหนึ่งครั้งนะคะขออภัยด้วยค่ะ,31.72,36.32,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20170300_COLHY_P2/0302_12/73316_6d18d5937036c1a-10101001488432475-0.wav
ขอทราบเบอร์มือถือค่ะ,41.2,42.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-59-40159001479375253-370851.wav
ขอทราบเบอร์มือถือค่ะ,31.09,32.94,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-59-40159001479369920-363641.wav
ขอทราบเบอร์มือถือที่ติดต่อคุณ %name% ได้สะดวกครับ,23.6,26.29,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479352407-339565.wav
ขอทราบเบอร์มือถือที่ติดต่อคุณ %name% ได้สะดวกครับ,40.85,44.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479366586-359671.wav
ขอทราบเบอร์มือถือที่ติดต่อลูกค้าได้สะดวกครับ,54.77,57.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479370132-363797.wav
ขอทราบเบอร์มือถือ ที่ติดต่อลูกค้าได้สะดวกครับ,27.52,30.62,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479349154-334887.wav
ค่ะ ขอบคุณสำหรับข้อมูลนะคะ คุณ %name% คะ ขอทราบเบอร์มือถือที่ใช้ปัจจุบันอีกครั้งนึงค่ะ,87.1,93.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-19/ch-92-40192001479550077-196303.wav
ขอทราบเบอร์มือถือที่ติดต่อคุณ %name% ได้สะดวกครับ,42.2,44.98,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479362932-353618.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,44.79,47.61,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-65-40165001479370050-363707.wav
วันที่เท่าไหร่นะคะ สิบนะคะ ขอทราบเบอร์มือถือที่ใช้ปัจจุบันค่ะ,32.37,38.64,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-91-40191001479377471-373520.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,67.35,69.82,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479366177-359163.wav
ขอทราบเบอร์มือถือค่ะ,34.9,36.62,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-59-40159001479352188-339313.wav
ขอทราบเบอร์มือถือ ค่ะ,55.38,57.21,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-50-40150001479362581-352965.wav
ขอทราบเบอร์มือถือที่ติดต่อคุณ %name% ได้สะดวกครับ,39.71,43.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479373294-368723.wav
ค่ะ ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,33.11,36,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-65-40165001479359105-348713.wav
%e-mail (@hotmail.com)% นะครับ ครับผมขอทราบเบอร์มือถือครับผม,402.65,406.7,\\192.168.1.70\Data1\Logger\ACU\CIGNA\20161129_Cigna_CS/voice/20161129_1622_025730643_5089.wav
ครับผมขอทราบเบอร์มือถือที่แจ้งไว้ตอนแรกด้วยครับ,40.63,43.74,\\192.168.1.70\Data1\Logger\ACU\CIGNA\20161129_Cigna_CS/voice/20161130_0959_0915513974_5089.wav
ขอทราบเบอร์มือถือที่ติดต่อลูกค้าได้สะดวกครับ,26.13,28.84,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479366382-359445.wav
ขอทราบเบอร์มือถือค่ะ,36.8,38.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-59-40159001479356497-345599.wav
ขอทราบเบอร์มือถือที่ติดต่อลูกค้า ได้สะดวกครับ,32.6,35.34,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479348823-334474.wav
ขอทราบเบอร์มือถือที่ติดต่อคุณ %name% ได้สะดวกครับ,31.23,34.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479369752-363490.wav
ขอทราบเบอร์มือถือที่ติดต่อลูกค้าได้สะดวกครับ,31.65,34.23,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479376979-372240.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,33.2,35.66,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479377630-373715.wav
ขอทราบเบอร์มือถือที่ติดต่อลูกค้าได้สะดวกครับ,40.3,43.02,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20161100_CMSCM_P1/2016-11-17/ch-13-40113001479377373-373079.wav
อ๋อ เดี๋ยว %agent% ขอทราบเบอร์มือถือค่ะ เป็นหมายเลขอะไรค่ะ,14.2,18.8,\\192.168.1.70\Data1\Logger\ACU\TRUE\TRUE_20161027/voice/True-172.25.184.148_172.30.178.133_nonativecallid_U-20161026_175705_WJMG.wav
อ๋อ โอเค ได้แล้วค่ะ เดี๋ยวโอนสายให้ %เจ้าหน้าที่ <เจ้าที่>% มือถือ check ให้ ขอทราบเบอร์มือถือนิดนึงจ้ะ เป็นเบอร์อะไรคะ %answer% %transfer% %verify%,53.45,58.77,\\192.168.1.70\Data1\Logger\ACU\TRUE\TRUE_20161031/voice/True-172.30.178.75_172.30.178.133_TEUV_U.wav
สองห้าหนึ่งหกนะคะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,55.63,60.59,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-10-40110001462331857-37178.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,47.95,50.87,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-19-40119001462349289-98998.wav
ค่ะ ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,69.73,72.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-57-40157001462338167-65139.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,31.5,34.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-27-40127001462352711-117036.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อลูกค้าได้สะดวกด้วยค่ะ,72.85,76.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-17-40117001462356196-130071.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,38.28,41.52,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-33-40133001462764082-412243.wav
ขอทราบเบอร์มือถือที่ลูกค้าใช้อยู่ ณ ปัจจุบันนะคะ,52.32,55.48,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-56-40156001462338392-66533.wav
%?% อ่าขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกด้วยนะคะ เป็นเบอร์อะไรคะ,47.65,52.19,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-20-40120001462763366-410953.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,87.9,90.9,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-40-40140001463555506-168439.wav
ขอทราบเบอร์มือถือที่ลูกค้าใช้อยู่ปัจจุบันค่ะ,50.62,53.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-70-40170001462332122-38477.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,43.8,46.94,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-26-40126001462349890-100750.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,42.85,45.34,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-40-40140001462356514-132156.wav
ขอทราบเบอร์มือถือที่สามารติดต่อได้สะดวกค่ะ,58.15,61.42,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-11-40111001462353554-118644.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,73.15,76.17,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-19-40119001462327523-1881.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,74.65,78.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-37-40137001462759755-404411.wav
ขอทราบเบอร์มือถือที่ใช่ปัจจุบันนะคะ,42.73,45.65,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-24-40124001463558796-170728.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,41.15,44.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-17-40117001462327638-2467.wav
ค่ะ ขอทราบเบอร์มือถือที่ติดต่อลูกค้าได้สะดวกด้วยนะคะ,109.35,113.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-56-40156001462331621-34661.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,48.88,51.46,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-40-40140001463553864-167287.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,40.35,43.6,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-09-40109001462763866-411898.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,97.85,101.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-11-40111001462773832-431772.wav
ค่ะ ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,42.85,45.68,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-57-40157001462327567-2142.wav
ขอทราบเบอร์มือถือที่ลูกค้าใช้อยู่ปัจจุบันค่ะ,34.59,37.87,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-70-40170001462346055-85075.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,37.3,40.2,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-26-40126001462763258-410591.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้นะคะ,59.11,62.04,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-33-40133001462782042-451504.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,38.45,42.25,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-09-40109001462331962-38177.wav
ขอทราบเบอร์มือถือ ที่สามารถติดต่อลูกค้าได้สะดวกด้วยนะคะ,42.1,45.72,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-17-40117001462338357-66370.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,69.1,72.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-10-40110001462759587-404210.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,397.1,399.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-05-40105001463545587-162568.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกนะคะ,174.13,177.68,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-05-40105001463545587-162568.wav
เอกสารปกติแล้ว แจ้งส่งที่บ้านหรือทำงานครับ ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,35.2,40.07,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-72-40172001462331033-30560.wav
ขอทราบเบอร์มือถือที่ใช้อยู่ปัจจุบันค่ะ,59.64,62.94,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-70-40170001462349047-97451.wav
ค่ะ ขอทราบเบอร์มือถือที่ลูกค้าใช้งานปัจจุบันค่ะ,51.78,55.2,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-57-40157001462334718-52494.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้นะคะ,53.6,56.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-33-40133001462354999-123647.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกด้วยค่ะ,46.14,49.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-17-40117001462328392-8209.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,51,54.46,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-09-40109001462760459-405861.wav
ค่ะ ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,33.41,36.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-57-40157001462334508-51015.wav
อ๋อค่ะ ขอทราบเบอร์มือถือที่ %(สิด)% ติดต่อได้สะดวกค่ะ,62.36,67.18,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-11-40111001462346375-85855.wav
ขอทราบเบอร์มือถือ ที่สามารถติดต่อได้สะดวก นะคะ,92.05,95.15,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-19-40119001462341897-71683.wav
ขอทราบเบอร์มือถือที่ลูกค้าใช้อยู่ปัจจุบันค่ะ,37.1,40.05,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-70-40170001462354367-122045.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้นะคะ,48.65,51.66,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-33-40133001462349510-99945.wav
ค่ะ ดิฉันขอทราบเบอร์มือถือที่ลูกค้าต้องการเปลี่ยนแปลงค่ะ,64.95,68.24,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-18-40118001462334574-51697.wav
ขอทราบเบอร์มือถือที่ลูกค้าใช้งานปัจจุบันค่ะ,58.55,61.6,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-57-40157001462760913-407067.wav
ค่ะ ขอทราบเบอร์มือถือที่ลูกค้า ลูกค้าเกิดวันที่ยี่สิบห้านะคะ,49.7,53.63,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-57-40157001462760913-407067.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,69.9,72.95,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-29-40129001463558735-170666.wav
สิบเอ็ด มิถุนา ครับผม ขอทราบเบอร์มือถือที่ใช้ปัจจุบันครับ,40.9,44.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-30-40130001462356112-129019.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้นะคะ,38.76,41.43,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-33-40133001462341889-71678.wav
ค่ะ %(ปกอ่ะ)% ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะค่ะ,44.25,48.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-09/ch-37-40137001462763379-410962.wav
ค่ะ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,46.6,49.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-37-40137001462354603-122631.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,60.82,63.45,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-05-40105001463545310-162424.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,61.06,64.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-20-40120001463555179-168246.wav
ขอทราบเบอร์มือถือ ที่ติดต่อได้สะดวกค่ะ,28.58,31.95,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-26-40126001462345886-84907.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,71.56,74.24,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-40-40140001462352609-116731.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,45.43,48.37,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-19-40119001462353826-119754.wav
ขอทราบเบอร์ มือถือที่ติดต่อได้สะดวกนะคะ,25.94,28.85,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-40-40140001462356148-129584.wav
ครับ ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,37.21,40.1,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-72-40172001462353370-118094.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,47.4,50.3,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-09-40109001463555469-168428.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกนะคะ,48.55,51.7,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-29-40129001463562855-172908.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,62.45,65.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-20-40120001463537753-156270.wav
ครับ ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกครับ,38.98,41.43,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-72-40172001462356157-129709.wav
ครับผม ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกครับ,43.93,47.24,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-72-40172001462329734-22766.wav
ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,37.6,40.54,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-57-40157001462327234-1362.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,45.02,48.16,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-26-40126001462338113-65102.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกด้วยนะคะ เป็นเบอร์อะไรคะ,45.35,49.35,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-11-40111001463558728-170665.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,32.65,36.25,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-09-40109001463544506-161910.wav
เอ่อ ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกด้วยนะคะ เป็นเบอร์อะไรคะ ค่ะ,99.45,104.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-12-40112001462328647-8851.wav
ขอทราบเบอร์มือถือด้วยค่ะ,40.31,42.34,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-04/ch-26-40126001462352692-117022.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกด้วยค่ะ,53.35,56.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-11-40111001463544536-161927.wav
ค่ะ ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,32.4,35.4,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-57-40157001463544083-161675.wav
ค่ะ ขอทราบเบอร์มือถือที่ใช้งานปัจจุบันค่ะ,54.37,57.55,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-57-40157001463537175-155663.wav
ขอทราบเบอร์มือถือที่ติดต่อได้สะดวกค่ะ,68.92,71.5,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-27-40127001463555228-168275.wav
ขอทราบเบอร์มือถือที่สามารถติดต่อได้สะดวกค่ะ,99.4,102.8,\\192.168.1.70\Data1\Logger\ACU\AEON_CMS\20160500_CMSKK_P1/2016-05-18/ch-20-40120001463537330-155847.wav
ถ้าไงเดี๋ยวรอรับเรื่องดูแลเพิ่มเติมให้ก่อน เดี๋ยวขอทราบเบอร์มือถือติดต่อกลับก่อนนะครับผม,556.38,560.55,\\192.168.1.68\shared\Project\True\TextAnalytic\AudioData\QA_Sep_08/voice/True_QA-172.30.178.133_172.30.178.68-20160907_143822_VDSL.wav
เดี๋ยวขอทราบเบอร์มือถือนะคะ,17.8,19.85,\\192.168.1.68\shared\Project\True\TextAnalytic\AudioData\QA_Sep_08/voice/True_QA-172.30.178.133_172.30.178.76-20160907_152432_VMLB.wav
ค่ะ ถ้ายังงั้นเดี๋ยวขอทราบเบอร์มือถือที่ใช้งานด้วยค่ะ,30.14,33.7,\\192.168.1.68\shared\Project\True\TextAnalytic\AudioData\QA_Aug_26/voice/20160828_195511_IWKI.wav
สวัสดีค่ะ ขอทราบเบอร์มือถือของลูกค้าด้วยนะคะ,8.1,11.2,\\192.168.1.70\Data1\Logger\ACU\AEON_COLLECTION\20160200_COLHY_P1/2016-02-11/ch-116-10216001455174760-3736925.wav
